VID_20250503_101940_raw,VID_20250503_101940_smoothed,VID_20250503_102237_raw,VID_20250503_102237_smoothed,VID_20250503_104116_raw,VID_20250503_104116_smoothed,VID_20250503_111239_raw,VID_20250503_111239_smoothed,VID_20250503_113334_raw,VID_20250503_113334_smoothed,VID_20250503_131618_raw,VID_20250503_131618_smoothed,VID_20250503_133723_raw,VID_20250503_133723_smoothed,VID_20250503_144800_raw,VID_20250503_144800_smoothed,VID_20250504_090933_raw,VID_20250504_090933_smoothed,VID_20250504_093011_raw,VID_20250504_093011_smoothed,VID_20250504_095103_raw,VID_20250504_095103_smoothed,VID_20250504_102143_raw,VID_20250504_102143_smoothed,VID_20250504_104236_raw,VID_20250504_104236_smoothed,VID_20250505_085159_raw,VID_20250505_085159_smoothed,VID_20250505_091306_raw,VID_20250505_091306_smoothed,VID_20250505_101337_raw,VID_20250505_101337_smoothed,VID_20250505_103419_raw,VID_20250505_103419_smoothed,VID_20250505_112436_raw,VID_20250505_112436_smoothed,VID_20250505_114513_raw,VID_20250505_114513_smoothed,VID_20250506_090211_raw,VID_20250506_090211_smoothed,VID_20250506_092253_raw,VID_20250506_092253_smoothed,VID_20250506_095858_raw,VID_20250506_095858_smoothed,VID_20250506_101923_raw,VID_20250506_101923_smoothed,VID_20250506_123245_raw,VID_20250506_123245_smoothed,VID_20250506_125332_raw,VID_20250506_125332_smoothed,VID_20250506_140305_raw,VID_20250506_140305_smoothed,VID_20250506_142322_raw,VID_20250506_142322_smoothed,VID_20250506_145512_raw,VID_20250506_145512_smoothed,VID_20250506_151554_raw,VID_20250506_151554_smoothed,VID_20250507_090217_raw,VID_20250507_090217_smoothed,VID_20250507_092303_raw,VID_20250507_092303_smoothed,VID_20250507_103156_raw,VID_20250507_103156_smoothed,VID_20250507_105235_raw,VID_20250507_105235_smoothed,VID_20250507_134307_raw,VID_20250507_134307_smoothed,VID_20250507_144916_raw,VID_20250507_144916_smoothed,VID_20250507_154415_raw,VID_20250507_154415_smoothed,VID_20250507_160549_raw,VID_20250507_160549_smoothed,VID_20250507_165056_raw,VID_20250507_165056_smoothed,VID_20250507_171136_raw,VID_20250507_171136_smoothed,VID_20250508_093625_raw,VID_20250508_093625_smoothed,VID_20250508_095705_raw,VID_20250508_095705_smoothed,VID_20250508_104343_raw,VID_20250508_104343_smoothed,VID_20250508_110418_raw,VID_20250508_110418_smoothed,VID_20250508_124926_smoothed,VID_20250508_131017_raw,VID_20250508_131017_smoothed,VID_20250508_141100_raw,VID_20250508_141100_smoothed,VID_20250508_143159_raw,VID_20250508_143159_smoothed,VID_20250508_151525_raw,VID_20250508_151525_smoothed,VID_20250508_153602_raw,VID_20250508_153602_smoothed
2.0826273728774822,2.091184278625336,2.0370655387005403,2.039165503945199,,,,,,,1.941446632778856,1.938261349261602,,,2.0557778336228996,2.0631480612954087,1.9734525130309182,1.9818073262105125,2.077906886132824,2.0817487059480304,,,1.9049945632475536,1.9014689501994377,2.021816212312692,2.036254105745636,2.1493067275211133,2.1585591340674517,1.987831274180592,1.9901992304024723,2.0506217558390625,2.013,,,2.085299527062534,2.0893785904027955,2.063531227520409,2.079890374980082,2.1157132358197375,2.1057770390360973,2.0187136006328172,2.017307049542981,1.9484731715030574,1.954290859552008,2.098482685518828,2.099,2.0474440609073055,2.0519039997710253,2.0429493464866706,2.048227360595595,2.051259259259259,2.1214160634921524,2.085,2.090,1.970128008433594,,,,,,2.072969907597004,2.0909464537594604,2.0259171610019737,2.023,2.093981757232169,2.082913861303483,2.023809632363365,2.026150129277863,2.0493319018538037,2.0529168708528864,2.025948976730537,2.0309786659557356,2.0805854887493025,2.0837512032368055,,,2.0507167243369464,,2.077263830860325,2.0707042504044617,,,1.9741456125555823,1.9763247576598135,,,,,,1.916691152642529,1.9343387262310567,2.084732150474931,2.080744258486149,2.0359502307955735,2.2037529680207877,2.0135222185504142,2.0189852727965794
2.081786472979501,2.066275025729742,2.036839921398122,2.030331753961908,,,,,2.0187388967076583,,1.940202105858243,1.9480002414549853,,,2.0778623706704815,2.058514378871773,2.0087303282774336,1.991523186173562,2.0942745098039213,2.089,,,1.8963168045908594,1.9052056341381174,2.052376823137098,2.0373960947799326,2.174383923053073,2.1574413933074212,2.001391927257756,1.995842885020285,2.048456153022382,2.0824698912282313,,,2.0772070415134007,2.0765759118248397,2.051899374651817,2.0488030751716892,2.088421352677531,2.085762362929902,2.014466855712422,2.026,1.9544552079682955,1.947592934231815,2.0983913923938533,2.0988933520115776,2.0406376005611535,2.0389992800852017,2.0673781999412606,2.051347256476394,2.061406400657866,2.0490754147148422,2.092088528645916,2.087476672769597,1.9920636369674942,,,,,,2.0698119938989343,2.058879138558659,2.0255639097744362,2.023063804197536,2.0502368054940696,2.065799209079163,2.0310313443000654,2.023209195318152,2.0442265046438814,2.040,2.0394355100196444,2.023410690553169,2.0816356400701563,2.080353660434072,1.948057718,,,,2.0641047620729713,2.069698291867962,,,1.9695602990612229,1.9668362019574221,,,,,,1.910623399199816,1.8808002432006956,2.0602277620592706,2.0744294419852047,2.0363937207090093,1.9320716612173174,2.039,2.037887768860402
2.0469480710642474,2.053281034788521,2.013549600565362,2.0212975736297683,2.009456264775414,,,,2.086957524859839,,1.9579055601322404,1.9555128632967431,2.048948523904855,,2.025311193475002,2.052,1.992253649580231,1.9969505635286153,2.0942745098039213,2.0928399259355985,2.0704886450619675,,1.913823018423162,1.9047942388484225,2.040404511848779,2.0336260677256845,2.174383923053073,2.158329251451403,1.9912452221450938,1.9993107671755201,2.040358416371669,2.091929898005095,,,2.1013862640444634,2.066304472220824,2.059313147258921,2.037376838072785,2.0244517654473286,2.072844452354226,2.0411184571916436,2.027846355764464,1.9489206403974415,1.9403712392816483,2.098438528787263,2.098556409534052,2.050872337601455,2.0372325375369473,2.0433536110474595,2.052629444080488,2.0835475485524015,1.9878174383451264,2.094375884750769,2.0886943875472563,1.992728834650737,,2.0408888888888885,,,,2.078567303022292,2.047807874124478,2.0089594559955417,2.021003579816128,2.055541905916836,2.059118497169547,2.0044615836093804,2.0163461248711836,2.036039006865609,2.032000859327584,2.0112715096001406,2.0202324526309647,2.093985466932211,2.0807758710620017,1.954892794,,2.055637827788244,,2.062163796752573,2.0695250364972093,2.0859468509984644,,1.9693442622950825,1.962479839732831,2.0870436749351047,,,,,1.9151577360163814,1.8522118127677392,2.0841720821105367,2.070746399162292,2.0424106460389977,1.8488050517147123,2.0429234558320375,2.0410497433364916
2.0561069524149724,2.049219090676248,2.015383304234375,2.0122350511880094,2.009456264775414,,,,2.075283155503528,,1.9713197529817559,1.960941901839799,2.033782612827115,,2.0815005147656613,2.0446585816954763,1.9900508749977832,1.9988456675459714,2.097238983283462,2.093669143185897,2.098972594194985,,1.8881991204057074,1.9005534904717492,2.026040597015256,2.028488954356973,2.1189963038216946,2.160619986005285,2.009371356110604,2.0010912138713173,2.0351240468127827,2.0580523030257862,,,2.0012135058111675,2.057902633251201,2.0748364333412517,2.0424793266917547,2.088719180354788,2.064913704620184,2.0275626710792265,2.0252206860034727,1.9258069956628487,1.9329305496791958,2.097826853266986,2.098027332931073,2.0406394665472503,2.0437903608186936,2.045571053120306,2.0527090049522085,2.0740828060055563,1.9396876382818304,2.094606500257212,2.093,,,,,,,2.058848329435267,2.0537307355077874,2.018624573546413,2.017,2.055,2.0605091109406333,2.010183199208351,2.006199937564192,2.026204687037433,2.0287647440085443,2.0132131165340144,2.0207028797693534,2.080994716619218,2.083993356391195,1.959039648,,2.0444917142196277,,2.0624673047139472,2.069534116815431,,,1.953397124068194,1.9617801528959877,2.072886967051309,,,2.0154898861098087,,1.6873864813452195,1.842819222293178,2.064002019876665,2.068885562409798,2.031267979311194,1.9048741856607125,2.039433806516085,2.032573586314246
2.0515247312864875,2.0511059782674983,2.0055713511618976,2.003316274875861,2.009846511347023,,2.3382188721384702,,2.092297608400556,,1.9501783077904133,1.964430044137077,2.0455148179774585,,2.014161035158044,2.036812870442129,2.0087303282774336,1.9979647074959295,2.0854509581038707,2.0923872075982852,2.0487224504554753,,1.9049393194960782,1.8928021151494936,2.0529554071131977,2.025529684447879,2.166673935259343,2.163710874474956,2.0043842032493995,2.0016725621108162,2.026175502998182,1.997729369478711,,,2.065901332427914,2.050708756576423,2.0489627442047693,2.0609782040369837,2.080774826206822,2.0598605170388904,2.0225780223212553,2.019309074490807,1.9216210458022411,1.9255756404021445,2.105594508302441,2.098,2.041588340516709,2.0558593386228723,2.0549295937771306,2.0522210206358875,2.061924124898335,1.9067315184237792,2.0945376348408513,2.0989476497446202,1.9802186890741735,,2.032592592592592,,,,2.0652280297848695,2.072645797759456,2.0120434018888824,2.0128792182363386,2.078016210816334,2.067608435758419,2.0035483391894466,1.993409653024411,2.025975030591587,2.028968523110909,2.0145832471952843,2.024080899548566,2.068344106216176,2.088981637692253,1.928346889,,2.0546097611636442,,2.0854801198779143,2.069075165345856,2.0840635640238974,,1.9537878787471237,1.9632616233568405,2.060654365077057,,,1.9928862979252493,,1.909128223942094,1.8468682591380028,2.076206628537167,2.0680373641201126,2.0440106928008412,2.051200109203058,2.046412713210948,2.0165616878830623
2.0356119383029725,2.055958482436852,1.9970045627373398,1.9947133329325575,2.0269943522105027,,2.3576108395720565,,2.0016842396696126,,1.9661806234699326,1.9661199772415037,2.0345203975401125,,2.0205093073797604,2.0292728864115275,1.9882791671477191,1.9950638926487936,2.0855512886539116,2.089768950916078,2.087,,1.8871755148692508,1.881858839023056,2.0096560080434696,2.0282931877724883,2.1858833736413317,2.167,1.9960063191027857,2.001543148897162,2.0464230376271715,1.927853360552278,,,2.061057695526183,2.0440612038569483,2.076,2.0897411331168625,2.0626918879881666,2.055575286921463,2.003153227042123,2.0115947263485827,1.9149083354061567,1.9186112864281846,2.096630147351261,2.0972612247786784,2.0722119823293323,2.071,2.0485089703096078,2.0518005726758624,1.2373333257254948,1.8909945826698027,2.098,2.1061177485346954,1.9707229022820374,,2.032592592592592,,1.8965565926739352,,2.047368472724914,2.100551135930357,2.017319794026003,2.007928864745435,2.0930032358516746,2.0780538569889084,1.978434392301594,1.978614290879078,2.0271298978158585,2.0315811722289285,2.048930283301092,2.0296254395488385,2.0938169246158918,2.094716236235781,1.880006976,,2.054397775160341,,2.0676400566053363,2.0674978146117162,2.078736635859752,,1.9777951431224425,1.9654487330253407,2.048045785649766,,,1.9776229761953326,,1.8811009566250263,1.8586047106632093,2.069998191969508,2.0673922366856283,2.061125267514802,,1.967525555512886,1.9971164381323423
2.0676749501873997,2.0568445721212725,1.9747428001678244,1.9859394264279109,2.0241776800520537,,2.3475657305213034,,,,1.9844868333364554,1.9640560630888766,2.046153387138657,,2.021803997990272,2.0208442756428395,1.9850230108695177,1.9902062085166796,2.087,2.0867220607450316,2.056200941915228,,1.8566259879056757,1.8684273169648817,1.9995579787346058,2.0484767792174736,2.1689532525558963,2.167072223529751,1.9957606309196474,2.0007227290023875,2.046443611566782,1.8980495609032995,,,2.0313036085352665,2.036357990430174,2.0543356047975783,2.1302870152883893,2.046310408621146,2.048740067503211,1.9978357553120296,2.0066793000571206,1.9135275997000276,1.9117203642141982,2.0824390009156586,2.0979785964335287,2.089340060620204,2.0817562079535894,2.0578188120379215,2.0532503156799717,2.049005940868276,1.896754715036687,2.110436391164102,2.110499755503588,1.9848209847914355,,2.0341397270623665,,1.867,,2.1300380884059456,2.1314941639841174,2.0019424589912553,2.0038110399045417,2.092899082481006,2.089594659303608,1.951588465749719,1.961905865355313,2.041843155617149,2.0364810911365994,2.045,2.0357778278321987,2.109493296540734,2.097607885845652,1.85193044,1.859687708,2.0089616846915574,,2.0689034327303433,2.0628553841710717,2.073744512108287,,1.970159245048626,1.9637086660918937,2.0676379712453894,,,1.9933570791599018,,1.8883948813656595,1.861243615837155,2.053751915176356,2.065259148100134,2.049489199709496,,1.9478775927188188,1.9833272917386555
2.067629540919521,2.056532701597393,1.987558934759679,1.9788488649298734,2.0581934275821645,2.065040357289269,2.336,,1.9844922959313462,,1.9513680035096037,1.9630698551218215,2.028335221119809,2.037609349887585,2.0333500856480446,2.0199616897005708,1.9902906257682766,1.9888820370926719,2.086,2.0856530908993207,2.0570297618483977,2.0576193608635087,1.8518056571637542,1.8494932441493028,2.0463569047020247,2.082619893633739,2.1722536661747434,2.170470691084336,2.003864324557238,2.0004779549530323,1.3545210279942586,1.8796644393281778,,,2.0359328213447414,2.026540795036661,2.1730886239333294,2.170393193745335,2.027070169365331,2.0391204371502782,1.9884596812099553,1.999,1.9107028987554675,1.9054039427935696,2.0996811523891306,2.099025445649433,2.094334268690172,2.088449649400434,2.065540301141993,2.057216470737128,2.052482942018406,1.924398145427605,2.1265827689246803,2.1164878729797194,1.9792606935145896,,2.049185185185185,,1.8654803401417377,,2.1983157636131767,2.162409393224021,2.0045640878961306,2.003680644025825,2.0847432510908486,2.094801115075143,1.937966563151814,1.9468537135687374,2.0333042962253005,2.039031948414869,2.0277719873268425,2.0470220066873788,2.126202195216056,2.0996443925087274,1.82112604,1.83200206,2.009913069751345,2.0127994297231986,2.052132689815958,2.0561876170851607,2.0615075232176365,,1.9605470651744483,1.962262344075153,2.064779131840924,2.0622585132432643,,1.971417158288733,,1.875217140906855,1.8683118071958635,2.057062690743699,2.0582743214618846,2.043352066307059,,1.9651343111344808,1.9763478371221848
2.058692679136313,2.050275213583682,1.9727024851311663,1.972628210815623,2.0935167046342285,2.0866933669864878,2.321247183427277,,1.9859347600636732,,1.9573909236123788,1.9649844198877182,2.055798600146701,2.037413751851885,2.0140075435659437,2.014952662416852,1.9839503247852277,1.9846634551064746,2.0912286874255934,2.0834151611105045,2.0517506738237694,2.0540393751582933,1.833917160649153,1.8330573860438621,2.1544061223264044,2.1240402198354587,2.173812098428032,2.175614315931502,1.999519441276194,2.0036951768255205,1.9952600376776113,1.8737553151193254,,,2.0093906943228603,2.0230881901856828,2.2625987210085077,2.2026193444356466,2.016806797684265,2.0134362137275925,2.007293015874796,1.9940440482797257,1.9064225609550451,1.9056388851859505,2.1122169344563764,2.1011182453613046,2.110773167158789,2.0962760952851047,2.049670188532967,2.0599865344239596,2.0604068553300503,1.9734434691580587,2.1278634818917146,2.124802786753449,1.967620854916935,,2.041344302864775,,1.8978159350158061,,2.2153789614377715,2.1945222636658688,1.9982083675798288,2.000389752291568,2.0927208884337585,2.100666856028808,1.9391302644086514,1.927087055056229,2.054509023732267,2.0415129064761226,2.0561089498918155,2.052530738107105,2.0925669575107646,2.1063327773800644,1.798005257,1.806790633,1.9978391728273586,1.9990062517112532,2.0530095265391126,2.0465624284067427,2.064508228117448,,1.960677102073529,1.9597855300053668,2.064823508709927,2.0662201504648445,,1.9768750390183485,1.9752623853468272,1.8696378957721356,1.8838291004769125,2.0619845763842903,2.056,,,1.9811199059554094,1.9691884126637267
2.050032571593562,2.040981929043504,1.9660982115241432,1.968906288251488,2.130130168597816,2.1086417005722558,2.340763894033748,2.3337971443928067,1.9847350701269382,,1.9649694360760943,1.965784132486435,2.0263560206140587,2.038303092544889,2.011778323726732,2.0232770612699253,1.9825634755317951,1.9785432270674619,2.0726405711008824,2.081591935122847,2.0540410505995554,2.058361367158076,1.8156868430590793,1.8120044248717737,2.191995091223025,2.1643877982859525,2.159488215117407,2.1687120480642808,2.0133549149012797,2.0059653730693476,1.9900156622589358,1.8854086176371632,2.0764212709032526,,2.013078399021082,2.0050975529177735,2.2705086614403496,2.227,2.0148647187811157,2.000495845465842,1.9973977069737912,1.991739846091222,1.898626810943302,1.9038461432349583,2.099745543805553,2.1013658473288634,2.097044352165068,2.1008217874116126,2.0531691278438804,2.0618597936683978,2.059273232398192,2.043041835544261,2.1278013255758093,2.1304362752115336,1.9858826360883843,1.9784437423172152,2.0332582647696107,2.0408103875098096,1.8962588256947237,,2.218203514166164,2.215875740387136,1.9741606912731091,1.9942534059333386,2.119,2.1032482858103836,1.917595470333242,1.910746373300518,2.0393489650008148,2.042406998030074,2.0553940683112475,2.0555033382554835,2.0926457275837995,2.1075006187373093,1.79660271,1.790976978,1.993714055950829,1.9872817299432128,2.023798354130892,2.0354259909029206,2.068,2.074022827381276,1.9528163185603777,1.9525752739624656,2.061972567826176,2.067540919376223,,1.976912936572127,1.9747858866510308,1.8555811173433336,1.8595401975273669,2.065296797036771,2.050848056992142,2.004345735647332,,1.9891613568002797,1.9653585911818316
